公司名稱,網址,標籤資訊,品牌名稱,主要產品,攤位號碼
亞奇雷科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/A1F27E9F4CCAC3E1C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=273,"AI Service, CyberSecurity, DataCenter, Drone, SharedMobilityServices",AGi,"固態硬碟,外接硬碟,隨身碟,記憶卡,其他電腦周邊",
亞美國際股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/A8E54EAF9E7A9359C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=274,other,,"電腦包,手持裝置保護貼,手持裝置殼及保護套,手持裝置立架,其他電腦周邊",
京業電子股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/5B031668B060E593C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=276,"AI Service, other",,導熱膏 / 散熱膏,
伍佰科技企業股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/DDB6C1EC3D10D98EC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=281,Gaming,A4 TECH,"可攜式喇叭,藍牙鍵盤及滑鼠",
伯知國際有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/EE786324132CCAF2C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=282,"AI Service, Embedded",Famous,"工業用電腦,電腦機殼",
住友精密工業株式會社,https://www.computextaipei.com.tw/zh-tw/exhibitor/717BBA62C72961060ED9BBB8CFEA711ED0636733C6861689/info.html?lt=data&vt=show-area&cr=283,,Siphorex,散熱片及熱導管,
佑霖科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/590203ACBC9691AEC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=285,SI,UNICLASS,KVM線材及切換器,
佳必琪國際股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/E96B5C9DB467586FC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=286,"AI, DataCenter, EV, Gaming, Liquidcooling",JPC,,
佳承精工股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/99B83D72954C222DC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=287,"AI Service, DataCenter, EdgeComputing, EnergyStorage, Liquidcooling",CoolJag,散熱片及熱導管,
俊華電子企業股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/138AB57B969C89A4C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=289,"Security, SmartHome",ENFORCER,"其他感測器,射頻前端模組,生物辨識系統",
保捷車材有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/65AF647DA080CB66C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=290,"Embedded, Gaming",ONYX,"手持裝置立架,電視壁掛架,直播解決方案,電腦架",
保銳科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/79160AF0B05FF57CC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=291,AI Service,ENERMAX,電腦散熱裝置及風扇,
信宇科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/87E883CD82ED33D9C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=292,"6G, AV, DataCenter, EV, other",SIN YU,"手持裝置傳輸線,電腦電源,電動車",
信業科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/4D83E6513666D907C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=293,AI,Sinew,其他電腦周邊,
信驊科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/CB102C286C79FF36C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=294,"Cloud, DataCenter, DigitalTwin, Semiconductor",ASPEED,IC設計、封裝及代工,
倍穎資訊股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/5E37FE2372945E3EC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=295,DataCenter,Bellwin,,
倢通科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/1176AF16C658FE40C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=296,"AI, Drone, LEO, Semiconductor, e-bike",TM1001,"IC設計、封裝及代工,智慧商業服務",
偉得科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/C59F9DF063E7C68EC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=297,"ESG, Security",Vinpower Digital,"手持裝置充電器,固態硬碟,光碟片,光碟燒錄機 / 光碟複製機",
偉思電腦設備(廣州)有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/BE65041451515249C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=298,Gaming,,"電腦機殼,電腦散熱裝置及風扇,電競桌上型電腦",
偉訓科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/8C51A47031210D75C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=299,Gaming,COUGAR,"交換式電源供應器,電腦機殼",
健和興端子股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/C3F70DB43FBEBF34C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=300,"ESG, EV, EnergyStorage, SmartCity, SmartHome",KST,,
健昇科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/E06438ECF85291A1C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=302,,JAC,自動及工業控制器模組,
傲硏科技資訊有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/EF4F1BF909BE66300ED9BBB8CFEA711ED0636733C6861689/info.html?lt=data&vt=show-area&cr=304,"Gaming, ImmersiveExperiences, Semiconductor, SmartRetail, VR","OCPC,FC Barcelona,Paris Saint-Germain","智慧穿戴裝置,電腦機殼,電腦電源,電腦散熱裝置及風扇,固態硬碟,顯示卡,動態隨機存取記憶體,電競其他週邊",
傳音控股,https://www.computextaipei.com.tw/zh-tw/exhibitor/B3425C6F55C4A1DD16AFB4F356442538D0636733C6861689/info.html?lt=data&vt=show-area&cr=305,"BigData, ChatBot, DataCenter, QuantumComputing",TECNO,"平板電腦,準系統及迷你電腦,筆記型電腦,聊天機器人,AI 氣冷/水冷/液冷散熱系統,電競桌上型電腦",
僑威科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/7ACF921E10AB7F57C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=306,"ESG, EnergyStorage, Gaming",CWT,"電源適配器,電腦電源",
億冠國際科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/7CA512197DAC2B4BC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=307,Semiconductor,APLUS,動態隨機存取記憶體,
儒毅科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/863BF807EF326F91C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=308,"AI, AI Service, Embedded",AptBee,"深度學習服務 / 設備,工業物聯網解決方案,資訊系統及網路服務,感測器,物聯網感知裝置",
優恩設計有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/36F9B6E3B6EDF4F3C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=310,"AI, Gaming",MARSRHINO,,
優源科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/3F829A00E0988F56C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=312,"Security, Semiconductor, SmartHome, other",UNIFIVE,"交換式電源供應器,電源適配器,手持裝置充電器,電腦電源,工業物聯網解決方案",
優護國際企業股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/FE004AC990DF3BB4C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=313,Gaming,ABA,電腦鎖,
元景資訊股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/6A1CCAEFBA8A0EDFC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=315,"AI, BigData, EdgeComputing, EnergyStorage, Liquidcooling",ELS (Vision3),其他電腦儲存裝置及媒體,
元生工業股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/22F7127813D58C1EC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=317,"AutonomousVehicles, DataCenter, Embedded, SmartCar, SmartCity",,網路交換器,
元通科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/72B9C9A45407DA34C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=318,"Security, other",,網路交換器,
元鈦科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/77B2E9306A594ED3C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=319,"DataCenter, Liquidcooling, SI",,"AI 氣冷/水冷/液冷散熱系統,水冷式散熱系統,浸沒式冷卻,系統整合服務",
兆科科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/6AD628DB548B61A6C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=320,"CyberSecurity, Gaming, GreenTech, HPC, SmartCar",Ziitek,"散熱片及熱導管,導熱膏 / 散熱膏",
兆雲智能股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/DD4911466E12E20FC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=321,"AI, EdgeComputing, Embedded, SI, SmartCity",Arestech,工業用電腦,
先機國際控股有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/9125A29CD690B09EC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=323,"Edge, Gaming",AXLE,"固態硬碟,顯示卡,動態隨機存取記憶體,電競主機板",
光元先進科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/4B32FFC517E80CB7C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=325,"BigData, Cloud, DataCenter, SmartCity, WiFi7",FITEK,光纖,
光寶科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/C664FC396F8F3F09C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=326,"AI Service, B5G, EnergyStorage, Security, SmartCity",LITEON,"伺服器,雲端及資訊系統服務",
光鍵股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/FEE118586D7F70E4C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=330,"Security, SmartCar, SmartHome",,壓電材料,
全何科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/2315CD4019B2D2FAC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=331,"AI, AI Service, Gaming",v-color,動態隨機存取記憶體,
全冠企業有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/895874AA025C0A5BC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=332,"EnergyStorage, other",AVC,其他電腦零組件,
全波科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/C5D404A13F9EA750C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=333,"Security, SmartCity, UAV",K-Best,其他網通產品,
全泰國際企業有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/13DEBC0A201617EAC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=334,other,,USB介面轉接頭、線材及集線器,
全漢企業股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/02546B2F3E27C891C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=335,"AI, EdgeComputing, EnergyStorage, Gaming",FSP,"電腦機殼,電腦散熱裝置及風扇",
全葳科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/D9B2B8011B0053BFC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=336,"6G, AI, AutonomousVehicles, Cloud, EnergyStorage",JetPCB,其他電腦零組件,
公旭實業股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/D860BA5C270D3A56C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=337,"ESG, Gaming, SI",Noctua,"散熱片及熱導管,電腦散熱裝置及風扇",
冠宇國際電子股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/D1B8A05C5B0302A7C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=339,"Embedded, Gaming, SmartCity, SmartHome, SmartRetail",,工業物聯網解決方案,
凌航科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/E4656ED4E464860EC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=341,"AI, DataCenter, Embedded, Gaming, SI",Neo Forza,"固態硬碟,工業用記憶體",
凱捷國際科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/EA735FB170A02D08C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=342,"AI, AR/VR/MR/XR, Cloud, Gaming, other",j5create,"直播解決方案,VR / AR / MR應用,工作站",
凱淂科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/933F89F03D50BDD9C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=343,SI,COMSTARS,"交換式電源供應器,電腦機殼,電腦電源,電腦散熱裝置及風扇",
凱瑞爾有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/595866B782A9D450C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=344,"6G, AI, Gaming",,顯示卡,
凹凸電子股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/43123E947233D703C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=345,"EV, EnergyStorage, e-bike",O2Micro,IC設計、封裝及代工,
函數科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/669EF4EF9B6B41BFC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=346,AI,FabiaTech,"工業用電腦,崁入式系統及周邊,工業用電腦主機板",
利錄科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/B8EAC6F25D5C7508C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=347,"DataCenter, EV, SpaceTech",EZ Dupe,其他電腦儲存裝置及媒體,
創智實業股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/B57A79E4F39DFBF2C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=348,other,digidock,"手持裝置立架,手持裝置傳輸線",
創肯國際股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/63EFF26488368E4DC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=349,6G,Delock,"USB介面轉接頭、線材及集線器,藍牙傳輸器及接收器,無線網路天線,全球定位系統,光纖",
創見資訊股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/08279ACCF39D0DBCC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=350,"AI, EdgeComputing, Embedded, Gaming, Security",Transcend,固態硬碟,
創鑫智慧股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/0D35C334F73564E4C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=351,AI,,,
力晶積成電子製造股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/6941F8A2CC6717A0C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=352,"AI, AI Service, GenerativeAI",PSMC,,
力致科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/3BC3306DF9BFA5DEC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=353,"AutonomousVehicles, DataCenter, Gaming, HPC, Liquidcooling",,散熱片及熱導管,
勁澤科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/0C49767C50ED92D8C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=354,other,,其他網通產品,
勃昌科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/24310F83D141AA60C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=355,"BigData, DataCenter, Embedded, Gaming",AFT,其他電腦儲存裝置及媒體,
勢流科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/78F6110E942D41DEC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=358,"AI, DigitalTwin, HPC, Liquidcooling, Semiconductor",Flotrend,,
勤眾興業股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/0B31CC89691ACAC9C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=359,"Gaming, other",Xergo,其他電腦周邊,
勤誠興業股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/1001E01F049A986FC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=360,"AI, Cloud, EdgeComputing, HPC, Liquidcooling",Chenbro,"工作站,AI伺服器",
北京市京恒騰偉科建商貿有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/81B098AD54ADF7B96AA20250577E85F3D0636733C6861689/info.html?lt=data&vt=show-area&cr=362,Gaming,,"電腦鍵盤,滑鼠",
北京思普瑞特科技發展有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/BE6853217F09EB5EC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=363,SmartRetail,,"銷售點管理系統,電子貨價標籤",
北京維山科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/EB8E44DE987C250B0ED9BBB8CFEA711ED0636733C6861689/info.html?lt=data&vt=show-area&cr=364,DataCenter,VIISAN,"影像辨識服務 / 設備,系統整合服務,其他觸控面板材料,智慧售貨機",
北京鑫全盛,https://www.computextaipei.com.tw/zh-tw/exhibitor/64EB20B44F9A32CEC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=365,"Gaming, SmartRetail",,電腦散熱裝置及風扇,
北京隱翅蟲科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/717BBA62C7296106EBAFA644770A47EED0636733C6861689/info.html?lt=data&vt=show-area&cr=366,,Ocypus,"電腦機殼,電腦電源,電腦散熱裝置及風扇,其他電腦零組件,水冷式散熱系統",
北西機械有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/9EE41DA81E9AE93EC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=367,Liquidcooling,WEST NORTH,AI 氣冷/水冷/液冷散熱系統,
匯鎌股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/7BDFC77184417E58C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=368,Gaming,SCYTHE,電腦散熱裝置及風扇,
十銓科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/C90734E5F6B64536C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=370,"AI, DataCenter, ESG, Embedded, Gaming",Team,"電腦散熱裝置及風扇,固態硬碟,隨身碟,記憶卡,動態隨機存取記憶體",
千才科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/A63EB5A04AE5BCAA6CE66B97581E242E96F6ACF547D9859B/info.html?lt=data&vt=show-area&cr=371,"AI, B5G, DataCenter",Liverage,電信服務,
卓岳國際股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/F21BB10026CD7EE5C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=372,Gaming,TWNTech,耳機及無線藍牙耳機,
卓新工業股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/CDCBEF9D7EB3E6C3C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=373,other,EXW,其他網通產品,
卓眾股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/956A0BEE42D658F0C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=374,"Gaming, other",DEZCTOP,"電視壁掛架,其他電腦周邊",
卓越電子股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/E85D466615674C50C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=375,"AI, EdgeComputing, WiFi6E, WiFi7",AsiaRF,閘道器,
協遠有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/3B5BF199B6DE88B4C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=376,"AutonomousVehicles, Embedded, Gaming, Security, SmartHome",,觸控顯示器及面板,
南京資訊股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/86AF6689E4DA2C3AC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=377,"EdgeComputing, Embedded, IoT, Logistics, ManufacturingTech, Retail",Prox,"平板電腦,工業用電腦,崁入式系統及周邊,工業用電腦主機板,工業平板電腦",
博來科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/38426A214A4C49E2C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=378,"AI, EdgeComputing, Embedded, SmartCity",LEX SYSTEM,"工業用電腦,崁入式系統及周邊,工業用電腦主機板,嵌入式單板電腦,邊緣運算",
博大科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/502DE5FC1BD0DDA8C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=380,"AutonomousVehicles, EV, EdgeComputing, EnergyStorage, SpaceTech",,工業用電腦,
博帝科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/94DD58F3F76DCC6FC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=381,"AI, DataCenter, EdgeComputing, Embedded, Gaming",PATRIOT,"崁入式系統及周邊,固態硬碟,隨身碟,記憶卡",
博康科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/FF5C15F635D0FEAFC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=382,"Gaming, other",Raidmax,電腦機殼,
占力貿易有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/1843B0A4FEF178F5CAADCF7FDE6C69A7D0636733C6861689/info.html?lt=data&vt=show-area&cr=383,"BigData, DataCenter, GenerativeAI, Semiconductor",SanDisk,"讀卡機,硬碟,固態硬碟,外接硬碟,隨身碟,記憶卡,動態隨機存取記憶體,中央處理器 /圖形處理器/加速處理器",
卡爾蔡司股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/009AB288D309A186C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=385,"DataCenter, Evs, Semiconductor, VR",,"顯微鏡,其他光學儀器",
卡訊電子股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/5563563F770D24B7C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=386,"AI, AV, SI, other",BXB,"攝影機,麥克風,其他網通產品,影像辨識服務 / 設備",
